cityKey,listingCount,medianListingPrice,meanListingPrice,medianPricePerSqFt,medianEstimatedMonthlyPayment,medianHouseholdIncome,medianHomeValueCensus,medianBedrooms,medianBathrooms,estimatedCapRate,environmentalRiskComposite,livabilityComposite,priceToIncomeRatio,monthlyAffordabilityIndexTown,town
wendell,1,539000.0,539000.0,443.62139917695475,3520.0,69213.0,265700.0,2.0,1.0,8.620408163265306,2.2,10.0,7.787554361174924,1.638565340909091,Wendell
wenham,6,1720000.0,1780000.0,411.2717749414687,10703.5,187652.0,841800.0,4.5,5.0,8.207263225806452,3.4000000000000004,17.75,9.165902841429881,1.4609862817458463,Wenham
west boylston,5,449900.0,541140.0,334.24962852897477,2886.0,99674.0,399200.0,2.0,2.0,8.468029504741834,2.8,41.0,4.513714709954452,2.878089628089628,West Boylston
west bridgewater,9,619900.0,652833.3333333334,346.8937243771681,3849.0,124483.0,501000.0,3.0,2.0,8.336494156928214,3.0,25.5,4.979796438067849,2.6951372650904997,West Bridgewater
west brookfield,8,577450.0,564324.875,275.6627400795827,3704.5,78988.0,333100.0,3.0,2.5,8.469669108741183,2.6,7.75,7.3106041424013775,1.7768479776847976,West Brookfield
west newbury,6,1424950.0,1386966.6666666667,370.0841733254488,8815.5,189048.0,765800.0,4.0,4.0,8.183293755859742,3.4,12.5,7.53750370276332,1.7870795757472633,West Newbury
west springfield,27,384900.0,390844.44444444444,211.90644932671864,2536.0,70401.0,307900.0,3.0,2.0,8.699225806451613,2.8,28.5,5.467251885626625,2.3133872239747633,West Springfield Town
west stockbridge,18,1114500.0,1155794.4444444445,374.9163203661751,7191.0,99961.0,469400.0,3.5,3.0,8.53265720081136,2.4,11.75,11.149348245815869,1.1584040235479536,West Stockbridge
west tisbury,1,1495000.0,1495000.0,1122.3723723723724,8665.0,194526.0,1178600.0,4.0,2.0,7.650702341137125,4.0,20.0,7.6853479740497415,1.870802077322562,West Tisbury
westborough,34,819950.0,948479.3823529412,345.7562854785116,5452.0,134474.0,637900.0,4.0,3.0,8.46726659217877,2.8,12.75,6.097461219269152,2.0554230863291756,Westborough
westfield,38,355000.0,454899.94736842107,215.0605655170766,2421.5,82847.0,295500.0,3.0,2.0,8.699558845299778,2.8,20.0,4.285007302618079,2.8510909216050657,Westfield
westford,19,899000.0,873826.2631578947,362.5,6176.0,181523.0,689400.0,4.0,3.0,8.225066666666667,3.2,17.5,4.952540449419633,2.4493064550949915,Westford
westminster,17,645000.0,723258.7647058824,292.6666666666667,4169.0,101161.0,394000.0,4.0,3.0,8.467267640140918,2.6,8.0,6.375974931050504,2.022087630926681,Westminster
weston,7,1699000.0,1762000.0,578.2845473110959,10742.0,250001.0,1586100.0,3.0,3.0,8.212512,3.2,10.0,6.795972816108735,1.939435548935642,Weston
westport,14,1012500.0,1430057.142857143,472.86307641171857,6251.5,100703.0,483800.0,3.0,2.0,8.23002318367347,3.8,12.0,10.054318143451535,1.3423844943880134,Westport
westwood,14,1910000.0,3198707.1428571427,555.6180613593282,11920.5,205000.0,985800.0,5.0,4.0,8.233639616282085,3.0,16.5,9.317073170731707,1.4331054346154384,Westwood
weymouth,56,639450.0,682148.1607142857,384.1366591404547,4104.5,100077.0,516200.0,3.0,2.0,8.24833654486714,3.0,38.0,6.3895800233819955,2.0318552807893777,Weymouth Town
whately,1,825000.0,825000.0,222.79233054280314,5389.0,102734.0,393200.0,6.0,4.0,8.6224,2.6,19.5,8.03044756361088,1.588637347683553,Whately
whitman,8,594444.0,601698.375,297.32790778097984,3754.5,107794.0,456400.0,3.5,2.5,8.336400924617955,3.2,34.25,5.514629756758261,2.3925511608292274,Whitman
wilbraham,35,525000.0,649965.6285714286,249.9996212121212,3525.0,124004.0,384300.0,4.0,3.0,8.69926650366748,3.0,14.5,4.233734395664656,2.9315366430260044,Wilbraham
williamstown,35,650000.0,747559.9428571429,314.65256797583083,4531.0,97813.0,449800.0,3.0,2.0,8.54461855670103,2.4,17.5,6.645333442384959,1.7989590230265577,Williamstown
wilmington,11,849900.0,884097.6363636364,395.6703910614525,5296.0,161473.0,646200.0,3.0,2.0,8.225189681335356,3.2,22.0,5.263418652034706,2.5408012336354484,Wilmington
winchendon,13,465000.0,487061.53846153844,206.51483050847457,2983.0,85160.0,295400.0,3.0,2.0,8.468660869565218,2.3,21.5,5.460310004697041,2.379036763884233,Winchendon
winchester,15,1349900.0,1818393.3333333333,576.5027322404371,8362.0,218176.0,1181700.0,4.0,3.0,8.212512,3.2,38.58333333333333,6.187206658844236,2.174280475165431,Winchester
windsor,2,337000.0,337000.0,261.3357843137255,2205.5,104766.0,353900.0,2.5,1.5,8.722391061452516,2.0,1.5,3.2166924383864997,3.9585128088868737,Windsor
winthrop,18,782000.0,802838.2222222222,390.5973932825708,4704.5,106357.0,606900.0,3.5,2.0,7.852017167381975,3.9,50.75,7.352595503822033,1.8839586211783046,Winthrop Town
woburn,19,799000.0,880968.3157894737,465.23297491039426,4978.0,107754.0,641800.0,3.0,2.0,8.225225225225225,3.2,31.0,7.415037956827589,1.803836882282041,Woburn
worcester,95,509900.0,540871.3684210526,266.2130177514793,3271.0,67544.0,339500.0,4.0,2.0,8.467899497487439,2.8,38.333333333333336,7.5491531446168425,1.7207785590543159,Worcester
wrentham,10,1042500.0,1120870.0,406.068258153624,6620.5,147930.0,599500.0,3.5,3.0,8.247257142857144,2.9,12.75,7.047252078685865,1.8620194849331622,Wrentham
yarmouth,57,725000.0,1080378.9298245613,473.09027777777777,4318.0,81985.0,480500.0,3.0,2.0,7.818258258258259,3.4,23.75,8.843081051411843,1.5822332870155935,Yarmouth
